Year,Month,Organization Name - EN,Organization Name - FR,owner_org,Number of Informal Requests,Unique Packages
2024,11,National Research Council Canada,Conseil national de recherches Canada,nrc-cnrc,5,4
2024,11,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,nsira-ossnr,5,4
2024,11,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,29,26
2024,11,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,ocol-clo,1,1
2024,11,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada,oic-ci,5,5
2024,11,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,9,9
2024,11,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada,osfi-bsif,1,1
2024,11,Parks Canada,Parcs Canada,pc,45,33
2024,11,Prairies Economic Development Canada,Développement économique Canada pour les Prairies,prairiescan,2,1
2024,11,Privy Council Office,Bureau du Conseil privé,pco-bcp,101,71
2024,11,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,36,31
2024,11,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,11,11
2024,11,Public Safety Canada,Sécurité publique Canada,ps-sp,73,67
2024,11,Public Sector Pension Investment Board,Office d’investissement des régimes de pensions du secteur public,pspib-oirpsp,5,5
2024,11,Public Service Commission of Canada,Commission de la fonction publique du Canada,psc-cfp,3,2
2024,11,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,90,81
2024,11,Quebec Port Authority,Administration portuaire de Québec,qpa-apq,3,3
2024,11,Royal Canadian Mint,Monnaie royale canadienne,mint-monnaie,2,1
2024,11,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,179,150
2024,11,Shared Services Canada,Services partagés Canada,ssc-spc,12,11
2024,11,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,sshrc-crsh,1,1
2024,11,Statistics Canada,Statistique Canada,statcan,1,1
2024,11,Sustainable Development Technology Canada,Technologies du développement durable Canada,sdtc-tddc,1,1
2024,11,The National Battlefields Commission,Commission des champs de bataille nationaux,nbc-ccbn,1,1
2024,11,Toronto Port Authority,Administration portuaire de Toronto,tpa-apt,2,2
2024,11,Transport Canada,Transports Canada,tc,17,14
2024,11,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,tsb-bst,8,5
2024,11,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,37,35
2024,11,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,1,1
2024,11,Vancouver Fraser Port Authority,Administration portuaire Vancouver Fraser,vfpa-apvf,1,1
2024,11,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,19,16
2024,11,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,1,1
2024,10,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,2,1
2024,10,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,10,8
2024,10,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,2,2
2024,10,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",aecl-eacl,1,1
2024,10,Business Development Bank of Canada,Banque de développement du Canada,bdc,2,2
2024,10,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,56,43
2024,10,Canada Development Investment Corporation,Corporation de développement des investissements du Canada,cdev,2,2
2024,10,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,3,1
2024,10,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,6,2
2024,10,Canada Lands Company CLC Limited,Société immobilière du Canada CLC limitée,clccl-siccl,1,1
2024,10,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,25,8
2024,10,Canada Post,Postes Canada,cpc-scp,1,1
2024,10,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,127,101
2024,10,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,2,2
2024,10,Canadian Air Transport Security Authority,Administration canadienne de la sûreté du transport aérien,catsa-acsta,2,2
2024,10,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,12,12
2024,10,Canadian Heritage,Patrimoine canadien,pch,63,55
2024,10,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,2,2
2024,10,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,26,24
2024,10,Canadian Museum for Human Rights,Musée canadien pour les droits de la personne,cmhr-mcdp,2,2
2024,10,Canadian Museum of History,Musée canadien de l'histoire,cmc-mcc,1,1
2024,10,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,2,2
2024,10,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,65,58
2024,10,Canadian Space Agency,Agence spatiale canadienne,csa-asc,7,6
2024,10,Canadian Transportation Agency,Office des transports du Canada,cta-otc,3,3
2024,10,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,3,3
2024,10,College of Immigration and Citizenship Consultants,Collège des Consultants en Immigration et en Citoyenneté,cicc-ccic,1,1
2024,10,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,11,7
2024,10,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,36,35
2024,10,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,25,25
2024,10,Defence Construction Canada,Construction de Défense Canada,dcc-cdc,3,3
2024,10,Department of Finance Canada,Ministère des Finances Canada,fin,84,65
2024,10,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,13,11
2024,10,Department of Justice Canada,Ministère de la Justice Canada,jus,40,40
2024,10,Elections Canada,Élections Canada,elections,5,5
2024,10,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,62,44
2024,10,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,38,28
2024,10,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,feddevontario,1,1
2024,10,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,fcac-acfc,5,4
2024,10,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,3,3
2024,10,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,104,97
2024,10,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,142,98
2024,10,Halifax Port Authority,Administration portuaire de Halifax,halpa-aphal,1,1
2024,10,Health Canada,Santé Canada,hc-sc,160,152
2024,10,Historic Sites and Monuments Board of Canada,Commission des lieux et monuments historiques du Canada,hsmbc-clmhc,1,1
2024,10,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,24,18
2024,10,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,329,252
2024,10,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,iaac-aeic,4,4
2024,10,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,28,25
2024,10,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,103,92
2024,10,International Development Research Centre,Centre de recherches pour le développement international,idrc-crdi,1,1
2024,10,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,137,94
2024,10,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada,mpcc-cppm,2,2
2024,10,Montreal Port Authority,Administration portuaire de Montréal,mpa-apm,21,4
2024,10,National Capital Commission,Commission de la capitale nationale,ncc-ccn,9,9
2024,10,National Defence,Défense nationale,dnd-mdn,190,180
2024,10,National Gallery of Canada,Musée des beaux-arts du Canada,ngc-mbac,5,4
2024,10,National Research Council Canada,Conseil national de recherches Canada,nrc-cnrc,6,6
2024,10,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,nsira-ossnr,7,6
2024,10,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,64,63
2024,10,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,nserc-crsng,2,1
2024,10,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,ocol-clo,2,2
2024,10,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada,oic-ci,12,12
2024,10,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,6,5
2024,10,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada,osfi-bsif,2,2
2024,10,Parks Canada,Parcs Canada,pc,39,24
2024,10,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,5,5
2024,10,Polar Knowledge Canada,Savoir polaire Canada,polar-polaire,1,1
2024,10,Privy Council Office,Bureau du Conseil privé,pco-bcp,113,100
2024,10,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,43,37
2024,10,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,2,2
2024,10,Public Safety Canada,Sécurité publique Canada,ps-sp,63,58
2024,10,Public Sector Pension Investment Board,Office d’investissement des régimes de pensions du secteur public,pspib-oirpsp,11,11
2024,10,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,33,28
2024,10,Royal Canadian Mint,Monnaie royale canadienne,mint-monnaie,1,1
2024,10,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,174,159
2024,10,Shared Services Canada,Services partagés Canada,ssc-spc,16,15
2024,10,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,sshrc-crsh,6,3
2024,10,Statistics Canada,Statistique Canada,statcan,1,1
2024,10,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada,oci-bec,2,2
2024,10,Transport Canada,Transports Canada,tc,40,38
2024,10,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,tsb-bst,5,5
2024,10,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,26,17
2024,10,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,2,2
2024,10,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,12,12
2024,10,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,7,6
2024,9,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,4,3
2024,9,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,31,26
2024,9,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,2,2
2024,9,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",aecl-eacl,3,2
2024,9,Belledune Port Authority,Administration portuaire de Belledune,bpa-apd,1,1
2024,9,Business Development Bank of Canada,Banque de développement du Canada,bdc,3,2
2024,9,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,34,30
2024,9,Canada Council for the Arts,Conseil des arts du Canada,cca-cac,2,2
2024,9,Canada Development Investment Corporation,Corporation de développement des investissements du Canada,cdev,2,2
2024,9,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,ced-dec,1,1
2024,9,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,12,3
2024,9,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,15,7
2024,9,Canada Post,Postes Canada,cpc-scp,1,1
2024,9,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,103,92
2024,9,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,6,5
2024,9,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada–Terre-Neuve-et Labrador des hydrocarbures extracôtiers,cnlopb,17,15
2024,9,Canada-Nova Scotia Offshore Energy Regulator ,Régie Canada-Nouvelle-Écosse de l’énergie extracôtière ,cnsopb,3,3
2024,9,Canadian Air Transport Security Authority,Administration canadienne de la sûreté du transport aérien,catsa-acsta,1,1
2024,9,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,31,28
2024,9,Canadian Forces Morale and Welfare Services,Services de bien-être et moral des Forces canadiennes,cfmws-sbmfc,2,1
2024,9,Canadian Heritage,Patrimoine canadien,pch,50,35
2024,9,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,8,8
2024,9,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,3,3
2024,9,Canadian Museum for Human Rights,Musée canadien pour les droits de la personne,cmhr-mcdp,7,2
2024,9,Canadian Museum of History,Musée canadien de l'histoire,cmc-mcc,1,1
2024,9,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,16,15
2024,9,Canadian Race Relations Foundation,La Fondation Canadienne des relations raciales,crrf-fcrr,2,2
2024,9,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,19,14
2024,9,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,28,20
2024,9,Canadian Space Agency,Agence spatiale canadienne,csa-asc,1,1
2024,9,Canadian Transportation Agency,Office des transports du Canada,cta-otc,3,3
2024,9,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,3,3
